content,labels
感觉 有点 小 ,偏小
简直 就是 袜 一般 轻薄 ,轻薄
不 便宜 花瓶 鞋 入手 一定 要 小心 护 ,性价比低
不好 穿 ,穿脱困难
不 透气 ,闷气
估计 是 假货 ,正品与否
偏硬 ,偏硬
做工 还 可以 ,做工优良
加 绒 大 好多 ,偏大
却 大了 ,偏大
买 小一码 比较 感觉 后跟 要 偏小 ,偏小
很 紧 偏小 ,偏小
感觉 是 耐克 最好 看 ,颜色外形美观
拖鞋 简直 舒服 到 刷 新 观 ,舒适度佳
新 回弹 性 会 差 ,弹性差
是 真的 超级 舒服 ,舒适度佳
有点 大 ,偏大
比 斯凯奇 跑步 鞋 还 舒服 ,舒适度佳
气味 很 重 ,气味问题
爸爸 穿 正好 合适 ,尺码合适
男 鞋 也 舒服 ,舒适度佳
居然 很 紧 ,偏窄
穿着 特别 舒服 ,舒适度佳
穿 起来 很 轻便 透气 ,轻巧轻便
穿 起来 很 轻便 透气 ,透气
耐克 拖 舒服 到 蛋 爆 ,舒适度佳
有点 瑕疵 能 接受 ,瑕疵
超大 ,偏大
鞋 就 有点 大 ,偏大
鞋 码 穿 正好 舒服 ,舒适度佳
鞋 不 透气 ,闷气
鞋 不错 ,整体满意度佳
鞋 偏窄 ,偏窄
鞋 只 适合 瘦 脚 人 穿 ,描述不适
鞋 型 偏小 ,偏小
鞋子 是 假 ,正品与否
鞋子 肯定 是 正品 ,原装正品
鞋子 能 防水 ,防水
鞋子 防水 效果 很 棒 ,防水
鞋 完全 不 值得 购买 ,性价比低
鞋 就是 鞋底 太 薄 ,偏薄
鞋 应该 是 假 ,正品与否
鞋底 子 很 软 ,柔软
鞋 很 不错 ,整体满意度佳
鞋 很 好看 就 有点 买 大了 ,偏大
鞋 性价比 很 高 ,性价比高
鞋 是 标准 码 ,尺码合适
鞋 是 越南 生产 ,产地信息
鞋 的确 好 偏小 ,偏小
鞋 的确 舒服 ,舒适度佳
鞋 缓震 效果 明显 ,缓震
鞋 真的 好看 弟弟 穿 特别 好看 ,颜色外形美观
鞋 真的 超 酷 ,原装正品
鞋 真的 超 酷 ,版型不错
鞋 穿 不舒服 ,舒适度欠佳
鞋 穿着 很 舒服 ,舒适度佳
鞋 舒适性 太 差 ,舒适度欠佳
鞋 舒适性 太 差 ,舒适度欠佳
鞋 觉得 不是 很 好看 ,颜色外形欠佳
鞋 轻便 ,轻巧轻便
鞋 还 可以 ,整体满意度佳
鞋 除了 透气性 好 ,透气
鞋 非常 棒 ,整体满意度佳
鞋 非常 窄 ,偏窄
鞋 非常 轻 ,轻巧轻便
鞋 鞋底 有点 硬 ,偏硬
黑色 酷 酷 很 好看 ,版型不错
发货 时间 太 慢 天才 发货 ,发货慢
发货 跟 物流 没的说 ,发货快
只 鞋 有 瑕疵 ,瑕疵
叫 时尚 ,设计好
味 肯定 不是 耐克 该 有的 ,气味问题
是 优惠 ,优惠活动
跟 图片 不一样 ,与详情页不一致
回复 速度 也 太 慢 ,回复速度慢
回 看到 打折 很大 ,优惠活动
热 天 穿 上 舒服 极 致 ,舒适度佳
天 北京 穿 正 合适 ,尺码合适
天气 有点 闷 脚 ,闷气
客服 都 不 想 说 ,客服态度差
客服 态度 真的 是 差 到 极 点 ,客服态度差
这家 国内 代 工厂 太 一般 ,整体满意度中
这家 应该 是 真的 ,原装正品
这家 店 垃圾 货 ,整体满意度差
这家 店 真的 很 不错 ,整体满意度佳
这家 店 裤子 描述 都 是 同一个 模板 = = 宣传 走 点心 好不好 ,与详情页不一致
这家 店 还 好 ,整体满意度佳
这家 没有 给 多 馀 鞋带 ,期待赠品
这家 送货 很 快 ,配送快
这家 衣服 裤子 都 好 舒服 ,舒适度佳
这家 裤子 太 大了 ,偏大
对 鞋子 底子 有点 薄 ,偏薄
对 鞋 有点 窄 ,偏窄
就 到 ,配送快
就是 包裹性 ,包裹性强
就是 旗舰店 招 客服 ,客服态度差
就 显得 包 有点 大了 ,偏大
尺寸 选 没 毛病 ,尺码合适
尺码 ,尺码偏差
尺码 标 混 视 听 ,尺码偏差
尺码 能 被 忽悠 死 ,尺码偏差
帽子 有点 小 ,偏小
应该 是 腰围 应有 尺寸 ,尺码偏差
店 说 尺寸 不对 就 说 误差 ,尺码偏差
快递 也 太 快 ,配送快
快递 也 粗心 ,快递态度差
快递员 真 牛逼 ,快递态度差
快递 太 让 人 惊讶 ,配送快
快递 就 更 慢 ,配送慢
快递 服务 态度 嘴 子 ,快递态度差
快递 真的 是 太 快 ,配送快
态度 实在 没 办法 给 好评 ,客服态度差
才 是 正品 ,原装正品
拖鞋 怎么 清洗 ,清洁保养
挺 好的 ,整体满意度佳
料子 穿 得 蛮 舒服 ,材质佳
旗舰店 太 让 人 失望 ,整体满意度差
是 防水 效果 很 好的 鞋子 ,防水
是 款 非常 适合 运动 款 鞋子 ,描述适合
是 态度 ,客服态度差
是 垃圾 衣服 ,整体满意度差
是 奇葩 快递 ,快递态度差
是 意思 居然 是 脏 ,描述耐脏
是 有史以来 在 所有 天猫 旗舰店 里 见 过 最 差 包装 ,包装简陋
是 淘宝 有史以来 差评 ,整体满意度差
是 用 淘宝 近 来 第一次 差评 ,整体满意度差
是 穿过 最 舒服 内衣 ,舒适度佳
是 穿过 最 舒服 袜子 ,舒适度佳
是 第一次 给 差评 ,整体满意度差
是 网购 来 第一次 差评 ,整体满意度差
是 淘宝 购物 第一次 差评 ,整体满意度差
是 所 很 漂亮 鞋子 ,颜色外形美观
是 掉色 ,掉色
是 旗舰店 应该 是 正品 ,原装正品
是 最 差 一次 ,整体满意度差
是 泳 装 短裤 有 内衬 适合 游泳 沙滩 当然 家里 穿 也 很 好 凉快 ,透气
是 真的 薄 ,偏薄
是 穿 时候 难 穿 ,穿脱困难
是 差评 ,整体满意度差
是 第一次 最 最 最 最 最 最 不 开心 一次 购物 ,整体满意度差
是 第一次 遇 件 衣服 掉色 严重 ,掉色
是 第二次 购买 质量 很 好 穿着 舒服 ,做工优良
是 购物 最 快 一次 ,配送快
是 鞋子 鞋底 太 硬 ,偏硬
曾 款 很 不错 ,整体满意度佳
服务 也 是 太 差 ,客服态度差
服务 态度 也 是 没谁 ,客服态度差
不错 ,整体满意度佳
买 小了 ,偏小
内裤 质量 还是 很 好 滑滑 不过 真的 穿 小了 点 ,做工优良
吵 架 好看 是 蕾丝 ,颜色外形美观
弹力 大 ,弹性佳
很 满意 ,整体满意度佳
很 舒服 ,舒适度佳
是 薄 款 ,偏薄
牛仔裤 完美 ,整体满意度佳
牛仔裤 质量 很 好 ,做工优良
特别 宽松 ,宽松
短裤 穿 起来 很 好看 ,颜色外形美观
码数 对 也 是 合适 偏 宽松 ,尺码合适
穿着 超级 舒服 ,舒适度佳
穿 起 很 舒服 不过 腰 太 松 ,舒适度佳
腰围 还有 一点点 大 ,偏大
裤 型 很 好 显 腿 细 ,版型不错
裤子 做工 粗糙 ,做工粗糙
裤子 双十一 预售 买 到 手 价格 很 划算 ,优惠活动
裤子 太 完美 ,整体满意度佳
裤子 弹力 挺 大 ,弹性佳
裤子 很 好 ,整体满意度佳
裤子 是 买了 灰色 觉得 不错 再买 黑色 唯一 不足 就是 微 起球 ,起球
裤子 挺 合身 ,尺码合适
裤子 有点 色差 ,有色差
裤子 真心 棒 ,整体满意度佳
裤子 穿着 有点 松 ,偏松
还是 很 喜欢 ,整体满意度佳
颜色 超 喜欢 ,颜色外形美观
标 印 像 假 ,正品与否
这样 包裹性 还 舒服 ,舒适度佳
这样 优惠券 自己 也 可以 在 首 页 中 免费 领取 ,优惠活动
这样 包装 对不起 品牌 ,包装简陋
这样 品牌 存在 质量 问题 简直 不敢相信 ,做工粗糙
这样 商品 客服 不得不 给 差评 ,客服态度差
这样 处理 效率 工作 态度 实在 让 人 无法 接受 ,处理不积极
这样 店 再也 不 买了 ,整体满意度差
这样 快递员 不 多 ,快递态度好
这样 快递 也 是 醉了 ,快递态度差
这样 服务 品牌 太 不 相符 ,客服态度差
这样 消费 体验 实在 太 差 ,整体满意度差
这样 溢胶 都 不 想 接受 ,溢胶
这样 质量 也 算 一般 ,做工粗糙
这样 鞋 价格 太 高 ,性价比低
也 是 骚 ,颜色外形美观
六一八 价格 还是 可以 ,性价比高
不满 意 就 在于 包装 也 太 简陋 ,包装简陋
不知 原因 没 送 ,期待赠品
买了 中 号 感觉 很大 ,行为建议
买 号 很 舒服 ,舒适度佳
买 偏大 ,偏大
买 还 大 ,行为建议
买 正 合适 ,尺码合适
买 也 超 喜欢 ,整体满意度佳
买 应该 是 正品 ,原装正品
买 很 便宜 ,性价比高
买 穿 天 档 下 起球 ,起球
买 竟然 还有 线头 ,线头
买 速度 有点 慢 ,配送慢
买 非常 合适 ,尺码合适
双十一 价格 很 划算 ,优惠活动
双十一 打折 花 买了 ,优惠活动
双十一 价格 更 优惠 ,优惠活动
双十一 价格 比较 便宜 ,优惠活动
双十一 看到 降价 ,优惠活动
双十一 花 买 到 灰色 ,优惠活动
发货 有点 慢 ,发货慢
发货 超级 快 ,发货快
在 天猫 旗舰店 买 明显 质量 不如 港 代 ,做工粗糙
大小 合适 ,尺码合适
太 意外 很 厚 很 暖和 ,保暖
好 划算 价格 买了 觉得 很 好 再买 一样 可以 替换 ,性价比高
实在 是 让我 太 失望 ,整体满意度差
客服 态度 好多 ,客服态度好
客服 推荐 尺寸 也 很 准确 ,业务知识熟练
对 彪马 非常 失望 ,整体满意度差
尺码 买 正好 减震 效果 不错 ,尺码合适
尺码 买 正好 减震 效果 不错 ,缓震
尺码 刚刚 好 ,尺码合适
幸好 看 评论 ,颜色外形美观
应该 是 打 八折 ,优惠活动
必须 点 赞 ,整体满意度佳
快递 真 暴力 盒子 都 扁 ,快递态度差
给 选 码 ,尺码合适
拍 穿 上 有点 大 ,偏大
换 更 小一号 感觉 更 合适 ,尺码合适
收到 衣服 是 最 不满 意 一次 ,整体满意度差
收到 货 感觉 还是 有点 瑕疵 ,瑕疵
是 五折 ,优惠活动
是 看穿 着 舒服 才 来 写 ,舒适度佳
更 快 ,配送快
最 差 ,整体满意度差
有 只 鞋 线头 脱线 ,脱线
正好 ,尺码合适
正好 有 优惠 就 拿下 ,优惠活动
正好 有 活动 就 决定 下手 ,优惠活动
正好 赶上 活动 ,优惠活动
活动价 格 也 美丽 ,优惠活动
活动 便宜 ,优惠活动
物流 很 快 牛仔裤 只 穿 美国 鹰 ,配送快
物流 绝对 给 差评 ,配送慢
物流 绝对 差评 ,配送慢
物流 速度 快 ,配送快
物流 顺丰 有点 不 给力 ,配送慢
买 鞋 有点味 道 ,气味问题
包装盒 有点 大 ,包装尺寸不合适
客服 是 机器人 挺 搞 笑 ,机器人回复
快递 真心 慢 ,配送慢
快递 速度 超 神 ,配送快
没有 弹性 ,弹性差
袖子 非常 合适 ,尺码合适
裤子 稍 短 ,偏短
款 不错 ,整体满意度佳
看到 打折 毫不犹豫 就 买了 面料 有 弹力 ,弹性佳
看到 打折 毫不犹豫 就 买了 面料 有 弹力 ,优惠活动
看见 补 货 就 赶紧 买了 ,库存情况
穿着 竟然 大 ,偏大
竟然 略 小 ,偏小
算 倒霉 不过 顺丰 确实 快 ,配送快
网购 很 满意 ,整体满意度佳
要 表扬 快递 ,快递态度好
觉得 买 鞋子 可以 网上 安心 买了 ,意向顾客
购物 很 满意 ,整体满意度佳
价格 果断 出手 ,性价比高
包装 档次 发货 速度 惊 到 宝宝 ,包装完好
选 小了 码 ,尺码合适
选 码数 刚好 ,尺码合适
降价 立 马 收 ,价格波动
非常 不满 意 ,整体满意度差
顺丰 不 太 给力 ,配送快
顺丰 真的 很 快 ,配送快
款 码 合适 ,尺码合适
款 码 太 窄 ,偏窄
款 刚好 合适 ,尺码合适
款 码 还 略 宽松 ,宽松
款 都 感觉 小 ,偏小
款 码 刚 合适 ,尺码合适
款 码 合适 ,尺码合适
款 合适 ,尺码合适
款 跑步 鞋 没有 想象 中 舒服 ,舒适度欠佳
款 上衣 上身 柔软 舒服 ,舒适度佳
款 不是 拼接 ,整体满意度差
款 不满 意 ,整体满意度差
款 不错 ,整体满意度佳
款 东西 价 买 是 加 发票 增值税 价格 ,发票问题
款 也 不错 ,整体满意度佳
款 也 非常 好看 喜欢 ,颜色外形美观
款 价格 实惠 ,性价比高
款 偏大 码 正好 ,偏大
款 偏小 ,偏小
款 偏小 半码 ,偏小
款 偏小 半码 平时 ,偏小
款 偏小 客服 回复 太 慢 ,偏小
款 偏小 客服 回复 太 慢 ,回复速度慢
款 偏 薄 ,偏薄
款 做工 和面 料 还 行 ,做工优良
款 全 掌 气垫 鞋 ,气垫效果好
款 刚刚 好 ,尺码合适
款 号码 偏大 ,偏大
款 已经 很 难 穿 ,穿脱困难
款 后跟 面料 不 太 好 ,材质欠佳
款 没有 肩带 调节 感觉 尺码 偏大 ,偏大
款 鞋 型 比 正常 码 小一码 ,偏小
款 在 专卖店 买 白色 感觉 很 好看 ,颜色外形美观
款型 号 貌似 比较 大 ,偏大
款 码 ,偏大
款 大一码 ,偏大
款 大小 合适 ,尺码合适
款 太 厚 ,偏厚
款 好薄 好 透气 超 好看 ,透气
款 好薄 好 透气 超 好看 ,颜色外形美观
款 就是 稍 有点 长 ,偏长
款 就 有点 大 ,偏大
款 就 这样 颜色 最好 看 ,颜色外形美观
款 尺码 偏大 半码 ,偏大
款 尺码 偏小 ,偏小
款 应该 是 宽松 款 ,宽松
款 很 厚实 ,厚实
款 很 合适 ,尺码合适
款 很 好看 ,颜色外形美观
款 很 好 穿 上 很 有型 ,版型不错
款 很 小 ,偏小
款 性价比 可以 ,性价比高
款 性价比 最高 很 好看 ,性价比高
款 性价比 最高 很 好看 ,颜色外形美观
款 挺 不错 ,整体满意度佳
款 挺 薄 ,偏薄
款 文胸 做工 很 好 ,做工优良
款 料子 薄薄的 健身 穿 肯定 很 舒服 ,材质佳
款 明显 下 围 偏大 ,偏大
款 是 假 ,正品与否
款 是 印 上去 舒服 很多 ,舒适度佳
款 是 气垫 鞋 ,气垫效果好
款 是 穿 上 视觉 效果 最好 ,版型不错
款 是 钟 爱 款 ,整体满意度佳
款 有点 偏小 ,偏小
款 有点 宽松 ,宽松
款 比 毛毛虫 尺码 小 ,偏小
款 比较 薄 ,偏薄
款 比较 轻巧 ,轻巧轻便
款 没有 薄 垫 很 美 ,颜色外形美观
款 版型 太 大了 ,偏大
款 版型 要 小 ,版型不错
款 略 大 ,偏大
款 相对 料子 厚 ,偏厚
款 真心 穿 得 好 硬 ,偏硬
款 真的 有点 失望 ,整体满意度差
款 短袖 质量 挺 好的 ,做工优良
款 短裤 型 是 不错 ,偏短
款 短裤 型 是 不错 ,版型不错
款 短裤 尺码 偏大 ,偏大
款 码子 偏小 ,偏小
款 码子 合适 ,尺码合适
款 稍微 有点 大 ,偏大
款 稍微 有点 褪色 ,掉色
款 稍稍 偏大 整体 还是 比较 满意 ,偏大
款 穿 上 很 舒适 ,舒适度佳
款 穿 上 挺 修饰 腿 型 ,颜色外形美观
款 穿 最 舒服 ,舒适度佳
款 略 不舒服 ,舒适度欠佳
款 穿着 很 舒服 ,舒适度佳
款 穿着 比较 好看 ,颜色外形美观
款 穿 脱 都 很 费力 ,穿脱困难
款 第二次 活动 买 ,优惠活动
款 羽绒服 跑毛 太 严重 ,钻绒
款 胸 围 很 小 ,偏小
款 衣服 偏大 ,偏大
款 衣服 偏大 ,偏大
款 衣服 号 大 ,偏大
款 衣服 宽松 ,宽松
款 衣服 尺寸 偏小 ,偏小
款 衣服 穿 中 码 刚刚 好 ,尺码合适
款 衣服 穿 中 码 刚刚 好 ,尺码合适
款 衣服 穿 中 码 很 合适 ,尺码合适
款 衣服 穿着 感觉 有点 小 ,偏小
款 衣服 质量 很 好 ,做工优良
款 裤子 质量 很 好 ,做工优良
款 貌似 号码 偏小 ,偏小
款 还 可以 ,整体满意度佳
款 还 好 ,整体满意度佳
款 还 挺 舒服 ,舒适度佳
款 还是 不错 ,整体满意度佳
款 适合 运动 穿 ,描述适合
款 筒 滑板 袜 不错 耐磨 ,耐磨
款 防震 效果 还是 可以 上 胸 围 下 胸 围 买 正好 ,缓震
款 非常 轻 ,轻巧轻便
款 鞋 不是 正品 ,正品与否
款 鞋 主要 是 非常 便宜 也好 看 才 买 ,颜色外形美观
款 鞋 偏窄 ,偏窄
款 鞋 多 数 人 感觉 挤 脚 ,舒适度欠佳
款 鞋子 完全 没有 不舒服 ,舒适度佳
款 鞋子 是 比较 窄 ,偏窄
款 鞋子 包裹性 很 强 ,包裹性强
款 鞋子 版型 挺 好的 ,版型不错
款 鞋子 脚感 有点 一般 ,整体满意度中
款 鞋子 真的 偏小 ,偏小
款 鞋子 真的 包裹性 很 强 ,包裹性强
款 鞋子 穿 好 起来 很 舒服 ,舒适度佳
款 鞋子 穿着 很 舒服 ,舒适度佳
款 鞋子 穿 起来 太 舒服 ,舒适度佳
款 鞋子 还是 码 比较 好看 ,颜色外形美观
款 鞋底 比较 耐磨 ,耐磨
款 鞋 是 版 ,偏窄
款 鞋 板 型 比较 宽 大 ,偏宽
款 鞋 比 想象 中 要 厚重 ,厚实
款 鞋 比较 宽松 ,宽松
款 鞋 鞋 型 特别 窄 ,偏窄
款 鞋 确实 很 窄 ,偏窄
款 鞋 穿 起来 很 好看 ,颜色外形美观
款 颜色 挺 喜欢 ,颜色外形美观
没有 袋子 怎么 带 回家 ,无品牌购物袋
溢胶 正常 ,溢胶
跟 图片 上 颜色 根本 不一样 有色 差 ,有色差
点 真的 很 不错 ,整体满意度佳
点 蛮 好的 ,整体满意度佳
点 钱 值 不得 ,性价比低
牌子 一直 高 性价比 ,性价比高
牌子 衣服 很 舒服 ,舒适度佳
牌子 衣服 越来越 大 ,偏大
物流 也 太 不 给力 ,配送慢
物流 太 慢 ,配送慢
物流 太 暴力 给 整 破 盒子 ,包装破损
物流 没得说 ,配送快
物流 速度 必须 大拇指 ,配送快
物流 速度 没谁 ,配送快
球 起 ,起球
皮 筋 也 太 松 ,偏松
盒子 也 太 好看 ,颜色外形美观
真的 是 最 难 穿 ,穿脱困难
码数 偏 宽松 ,宽松
礼拜 衣服 可以 ,整体满意度佳
不错 ,整体满意度佳
价钱 件 运动 内衣 黑色 下 边 松紧 居然 掉色 ,掉色
厚度 在 南方 刚刚 好 ,偏厚
厚度 在 南方 刚刚 好 ,尺码合适
品牌 衣服 穿 舒服 ,舒适度佳
天 南京 穿着 有点 闷 脚 ,闷气
天气 穿 真的 很 透气 ,透气
好 衣服 价格 尽然 还 低 ,性价比高
布料 洗 会 变 长 ,变形
就是 舒服 ,舒适度佳
九九 不 值得 ,性价比低
很 舒服 很 好 ,舒适度佳
橙色 真的 好看 ,颜色外形美观
款式 比 正常 穿 码 偏小 ,偏小
款 内裤 很 好 ,整体满意度佳
皮面 还 不怕 脏 ,耐脏
衬衣 是 好看 ,颜色外形美观
袜子 容易 起毛 球 ,起球
质地 衣服 穿 起来 很 舒服 ,材质佳
销售 套路 连 开 拍 钟 不到 都 不 送 ,期待赠品
面料 贵 ,性价比低
简直 就是 码 ,尺码合适
算 正常 人 脚 会 有 分 差 ,磨脚
系列 真 特 么 漂亮 ,颜色外形美观
线头 ,线头
绒 很 不错 ,整体满意度佳
耐磨 度 比 亮 黑 壳 ,不耐磨
股 橡胶味 ,气味问题
胶 溢 也 是 没谁 ,溢胶
胶 离 鞋底 都 宽 ,溢胶
能 是 标准 码 ,尺码偏差
色差 ,有色差
色 真是 艳 得 不行 ,描述颜色
衣服 不是 一般 偏大 ,偏大
衣服 买 小了 ,偏小
衣服 买 码 穿着 大 好多 ,行为建议
衣服 好 贵 ,性价比低
衣服 宽松 ,宽松
衣服 就 神奇 出现 可 任意 变 长 变 肥 情况 ,变形
衣服 在 实体店 试 过 布料 有点 厚 超 好看 版型 喜欢 ,偏厚
衣服 在 实体店 试 过 布料 有点 厚 超 好看 版型 喜欢 ,版型不错
衣服 掉毛 ,掉毛
衣服 根本 就 没有 介绍 是 厚 还是 薄 ,偏厚
衣服 根本 就 没有 介绍 是 厚 还是 薄 ,偏薄
衣服 比 平常 偏大 很多 ,偏大
